"","text","created_at","label"
"1","Big (order of magnitude) 3rd shot impact of J&amp;J or Pfizer vaccine after 2 doses of Pfizer for both neutralizing antibody and T-cell response vs Delta https://t.co/FATs9LHFny confirms powerful booster effect and extends to J&amp;J, cellular immune response https://t.co/Jbnx5UDuxf",2021-12-05 19:08:33,0
"2","If you say all adults should get a booster, as CDC finally did, that means mRNA vaccines (and all others except J&amp;J) = a 3-dose vaccine
The exception to 3-doses other than J&amp;J are people w/ prior Covid—1 or 2 shots establishes potent hybrid immunity https://t.co/7WE6YASyq3",2021-12-03 01:37:11,0
"3","Uganda has today received  3,050,400 doses of the J&amp;J  vaccine donated by the govt  of Germany through the COVAX facility. The German ambassador to Uganda, Matthias  Schauer Botschafter indicated that additional 2.4 million doses of the same vaccine will arrive on December 9. https://t.co/SonXsMsQYH",2021-12-04 14:57:05,0
"4","CDC is strengthening its recommendation on #COVID19 vaccine booster doses. Everyone ages 18 and older should get a booster shot either when they are 6 months after their initial Pfizer or Moderna series or 2 months after initial J&amp;J vaccine. Learn more: https://t.co/77CTFuJFcO. https://t.co/jDfkG3lvjQ",2021-12-03 19:00:09,0
"5","CDC is strengthening its recommendation on #COVID19 vaccine booster doses.  Everyone ages 18 and older should get a booster shot either when they are 6 months after their initial Pfizer or Moderna series or 2 months after initial J&amp;J vaccine. Learn more: https://t.co/77CTFuJFcO. https://t.co/oW2hyHRPmr",2021-11-29 22:02:05,0
"6","CDC is strengthening its recommendation on #COVID19 vaccine booster doses. Everyone ages 18 and older should get a booster shot either when they are 6 months after their initial Pfizer or Moderna series or 2 months after initial J&amp;J vaccine. Learn more: https://t.co/77CTFuJFcO. https://t.co/zmQ9vHIsRK",2021-11-30 18:00:26,0
"7","@satekor @mcfunny @sammy44231 @swedishchf @ogilville1 @J_EmpyreanGoals @JimeeLiberty @tenebra99 @Sara4843 @deralteGaukler @janem1276 @doom37455413 @raouldukeerik @AndrewLazarus4 @zeetubes @PaulDesmoParker @handmadekathy @namagoy @Tony__Heller @provaxtexan @Monstercoyliar @SultaneAlexand1 @andylumm @richykirsh @_mamadeb @rpagano697 @kath2cats @Kathmarval @Fannyi5 @sailor_man_dan @TechARP @SkepticalMutant @runhack @CarvilleDean @ConsequentialBr @MichaelBuerger8 @WendyOrent @MsTrixter @DevoDalek @FactPhily @JamesLynchGTC @quintic @SoupTomatoSoup @WorldFullofJunk @andnowsheisnot @TyotoRiffle @pandemichoax21 @sasha13043803 @AriellaBrown quoting - ""While very important in monitoring vaccine safety, VAERS reports alone cannot be used to determine if a vaccine caused or contributed to an adverse event or illness. The reports may contain information that is incomplete, inaccurate, coincidental, or unverifiable.""",2021-11-29 20:00:30,0
"8","@ogilville1 @sammy44231 @paco7320 @mcfunny @satekor @SultaneAlexand1 @swedishchf @J_EmpyreanGoals @JimeeLiberty @tenebra99 @Sara4843 @deralteGaukler @janem1276 @doom37455413 @raouldukeerik @AndrewLazarus4 @zeetubes @PaulDesmoParker @handmadekathy @namagoy @Tony__Heller @provaxtexan @Monstercoyliar @andylumm @richykirsh @_mamadeb @rpagano697 @kath2cats @Kathmarval @Fannyi5 @sailor_man_dan @TechARP @SkepticalMutant @runhack @CarvilleDean @ConsequentialBr @MichaelBuerger8 @WendyOrent @MsTrixter @DevoDalek @FactPhily @JamesLynchGTC @quintic @SoupTomatoSoup @WorldFullofJunk @andnowsheisnot @TyotoRiffle @pandemichoax21 @sasha13043803 @AriellaBrown they have ""come in"" and those reports were discussed at public meeting.   See slides 32 to 54 for the data for 23 + million doses of vaccine. https://t.co/cMOBbn14CX",2021-11-29 21:36:20,0
"9","@AndrewLazarus4 @zeetubes @jeffschlueter1 @ogilville1 @alisonpalk @SultaneAlexand1 @paco7320 @satekor @mcfunny @sammy44231 @swedishchf @J_EmpyreanGoals @JimeeLiberty @tenebra99 @Sara4843 @deralteGaukler @janem1276 @doom37455413 @raouldukeerik @PaulDesmoParker @handmadekathy @namagoy @Tony__Heller @provaxtexan @Monstercoyliar @andylumm @richykirsh @_mamadeb @rpagano697 @kath2cats @Kathmarval @Fannyi5 @sailor_man_dan @TechARP @SkepticalMutant @runhack @CarvilleDean @ConsequentialBr @MichaelBuerger8 @WendyOrent @MsTrixter @DevoDalek @FactPhily @JamesLynchGTC @quintic @SoupTomatoSoup @WorldFullofJunk @andnowsheisnot @TyotoRiffle @pandemichoax21 I think I already put this in the thread, sorry we are going in circles.  From the VAERS website - ""Vaccine providers are encouraged to report any clinically significant health problem following vaccination to VAERS, whether or not they believe the vaccine was the cause.""",2021-12-02 01:24:17,0
"10","@paco7320 @mcfunny @satekor @ogilville1 @SultaneAlexand1 @sammy44231 @swedishchf @J_EmpyreanGoals @JimeeLiberty @tenebra99 @Sara4843 @deralteGaukler @janem1276 @doom37455413 @raouldukeerik @AndrewLazarus4 @zeetubes @PaulDesmoParker @handmadekathy @namagoy @Tony__Heller @provaxtexan @Monstercoyliar @andylumm @richykirsh @_mamadeb @rpagano697 @kath2cats @Kathmarval @Fannyi5 @sailor_man_dan @TechARP @SkepticalMutant @runhack @CarvilleDean @ConsequentialBr @MichaelBuerger8 @WendyOrent @MsTrixter @DevoDalek @FactPhily @JamesLynchGTC @quintic @SoupTomatoSoup @WorldFullofJunk @andnowsheisnot @TyotoRiffle @pandemichoax21 @sasha13043803 @AriellaBrown it isn't matter of dependable or not dependable.  VAERS has its strengths and weaknesses, this is a good review of the interlocking systems monitoring vaccine safety.  Sorry to post twice to the thread but it is good information.  https://t.co/r1WqgWtQm6",2021-11-29 21:20:42,0
